a_opt,u_opt,meas,error
no_action,0.02741593819999999,52.626905013193415,1.0
strengthen,0.06378180628402633,71.14395998511549,1.0
strengthen,0.05829171566809602,67.9987877141265,1.0
no_action,0.04756556649999999,61.83940633998803,1.0
no_action,0.03391580080000001,55.565354119719764,1.0
no_action,0.006807033199999979,39.3014028283019,1.0
no_action,0.035150912199999995,56.51936731591152,1.0
strengthen,0.05333651373423211,64.6610097380315,1.0
no_action,0.02883286780000005,53.06778925381266,1.0
no_action,0.046687959799999956,61.69391361032886,1.0
no_action,0.02375269449999995,50.922096569262216,1.0
strengthen,0.05468185418912595,65.64092722808414,1.0
strengthen,0.05034769713443993,63.14089371197129,1.0
no_action,0.037732541200000025,58.244926640181816,1.0
no_action,0.02892580560000002,53.25781004336,1.0
no_action,0.007704681099999999,40.32992570836743,1.0
no_action,0.03074243200000004,54.016135743765396,1.0
no_action,0.04309167479999998,60.487761835364445,1.0
no_action,0.03972827000000001,59.05545347100145,1.0
strengthen,0.06968094358624237,75.083134208446,1.0
no_action,0.033010644800000044,55.06867147165939,1.0
strengthen,0.0819320529754919,82.41684185247499,1.0
strengthen,0.07287679657909298,77.77168055255714,1.0
strengthen,0.059552171325835936,68.6747798026386,1.0
no_action,0.039965035200000054,59.40851962475349,1.0
no_action,0.004250004400000007,35.3879984534642,1.0
no_action,0.04389845250000002,60.81751881358564,1.0
strengthen,0.06692937387849593,72.84205643457545,1.0
no_action,0.013242066799999952,45.61391405683687,1.0
no_action,0.020798620200000006,49.7422317038033,1.0
no_action,0.011776491699999947,44.58702172274886,1.0
no_action,0.025408240400000004,51.63120585923463,1.0
no_action,0.022386849999999958,50.43473197872771,1.0
no_action,0.01798670719999995,48.09160470324777,1.0
no_action,0.012992903500000041,45.70485480222343,1.0
no_action,0.007145797600000003,39.51778737399021,1.0
no_action,0.01327111000000003,46.06777669411186,1.0
no_action,0.0199184456,49.16498780472317,1.0
no_action,0.0178866768,47.894944781565144,1.0
no_action,0.0285325756,53.05462136445337,1.0
no_action,0.01440592559999998,46.611508577658995,1.0
no_action,0.03385847289999999,55.41550939413831,1.0
no_action,0.030504271400000005,53.920125852654934,1.0
no_action,0.02365768020000003,50.99162568191241,1.0
no_action,0.018069025299999986,48.00860484227928,1.0
no_action,0.007875988799999956,40.275850326729035,1.0
no_action,0.018545553199999953,48.4621938698509,1.0
no_action,0.026845377999999975,52.33316723146353,1.0
no_action,0.013957211000000025,46.400355291600135,1.0
no_action,0.023173008999999967,50.85774444876018,1.0
no_action,0.012177355800000011,45.291608546083076,1.0
no_action,0.02849468349999995,52.89729024891495,1.0
no_action,0.025344801599999967,51.60544447592419,1.0
no_action,0.01930429060000005,49.07554464633019,1.0
no_action,0.014547792999999976,46.49854499672808,1.0
no_action,0.007532217399999985,39.818301462297086,1.0
no_action,0.015179998799999983,46.89039568365093,1.0
no_action,0.021599189599999957,50.234487975584656,1.0
no_action,0.029678089200000035,53.54663654324747,1.0
no_action,0.04941612679999996,62.60005690753438,1.0
no_action,0.02449465839999998,51.29465673830342,1.0
strengthen,0.05645393832971228,66.74258627393631,1.0
strengthen,0.05239482346580472,64.11871332581701,1.0
no_action,0.03934115199999999,58.98022399287184,1.0
